Country,YearBuilt,Type,Length_m,BrandPrestige,Price_USD
Turkey,2024,Motor,79.52,2,14338584.16
Greece,2021,Sailing,41.75,2,2296153.51
Other,2018,Motor,32.32,4,1791090.09
Other,2022,Motor,32.41,3,1750535.87
France,2018,Motor,139.14,2,56845577.54
Other,2019,Motor,39.31,2,2546698.7
Spain,2018,Motor,39.66,3,2665657.19
France,2023,Sailing,40.48,2,3154409.99
France,2021,Motor,18.57,2,421743.24
Italy,2022,Motor,36.35,2,2271716.46
UK,2020,Motor,10.14,5,160161.54
USA,2018,Sailing,45.63,3,3647307.42
Netherlands,2020,Motor,38.09,1,1958466.43
UK,2023,Motor,22.65,4,1085055.33
UK,2023,Motor,42.16,2,3961065.54
UK,2022,Motor,78.9,4,23523716.39
Turkey,2024,Catamaran,15.64,1,217557.0
Other,2021,Motor,26.87,3,1048287.83
Netherlands,2021,Motor,67.85,4,17262326.27
Germany,2019,Motor,37.02,4,2815178.82
Other,2020,Motor,43.43,4,4029586.64
Spain,2023,Motor,34.84,4,3160880.02
USA,2018,Motor,26.78,2,959010.99
Italy,2020,Motor,27.13,5,2178009.15
Germany,2021,Motor,38.79,3,3079959.71
USA,2023,Motor,86.8,3,27903053.0
UK,2021,Sailing,36.27,1,1510244.5
Other,2020,Motor,13.28,1,114261.71
Other,2020,Motor,9.05,3,66745.34
Spain,2022,Sailing,33.36,4,2255515.52
Other,2023,Motor,34.54,4,3005173.79
Other,2022,Sailing,38.95,3,2469198.05
Greece,2021,Motor,44.37,4,4393919.33
Italy,2023,Motor,46.19,5,9343978.7
Other,2024,Motor,18.94,2,461690.39
Italy,2022,Motor,10.06,3,129546.52
Other,2023,Motor,47.96,4,6879509.16
Germany,2022,Motor,93.28,5,50013358.9
Greece,2020,Motor,9.09,1,46212.21
Turkey,2023,Sailing,22.2,2,563789.86
Turkey,2022,Motor,36.13,3,2341943.92
USA,2022,Motor,127.02,4,85794941.09
Spain,2018,Motor,62.28,3,8213840.52
France,2024,Motor,25.59,4,1690129.53
Netherlands,2022,Motor,6.22,4,41125.63
Netherlands,2024,Motor,67.07,5,29577134.38
USA,2024,Sailing,36.12,4,3620616.74
Netherlands,2022,Motor,55.79,1,5637794.1
Other,2018,Motor,21.45,2,444172.09
UK,2023,Catamaran,17.19,4,523294.25
Other,2021,Motor,8.34,4,71626.55
Netherlands,2021,Motor,74.46,2,14790292.51
USA,2024,Motor,39.5,5,6475367.55
Netherlands,2018,Motor,35.32,1,1514270.9
USA,2023,Motor,38.4,4,4084041.18
Other,2018,Motor,30.29,1,896259.56
UK,2022,Motor,81.06,3,24709987.81
Other,2022,Motor,8.18,2,55254.16
Spain,2022,Sailing,9.74,4,109877.74
Spain,2024,Motor,63.99,5,19064959.5
USA,2021,Sailing,19.38,4,599543.31
Turkey,2023,Motor,82.02,3,19483086.95
Other,2023,Sailing,19.08,2,414823.28
Greece,2024,Sailing,18.25,3,412084.94
Other,2021,Motor,34.72,2,1847346.84
Turkey,2020,Motor,48.88,5,6802648.43
Other,2023,Sailing,36.35,3,2133386.64
Other,2023,Sailing,44.71,5,5924564.21
Turkey,2021,Motor,19.72,4,566998.32
Italy,2023,Motor,24.84,5,1954951.74
UK,2024,Motor,7.76,2,63958.69
UK,2021,Motor,35.24,3,3074421.82
Netherlands,2020,Motor,26.13,3,1237558.92
Other,2023,Sailing,6.99,1,26652.88
Other,2022,Motor,29.69,4,1842199.04
Italy,2018,Sailing,32.13,3,1872536.51
Spain,2018,Motor,9.05,5,82959.66
UK,2019,Motor,109.7,2,40785225.4
Italy,2018,Motor,37.55,3,2661119.89
USA,2024,Motor,27.64,4,2432605.39
Other,2020,Motor,64.59,3,9476363.79
France,2024,Motor,14.39,4,402540.51
Netherlands,2024,Motor,30.21,3,2038724.13
USA,2019,Sailing,16.83,3,342565.39
France,2022,Motor,6.27,3,38475.18
Other,2023,Motor,11.75,3,173310.81
Netherlands,2023,Motor,33.13,2,2058660.76
UK,2018,Sailing,30.37,3,1413091.59
Other,2019,Motor,29.54,4,1513286.06
Turkey,2019,Motor,34.77,2,1429545.51
Italy,2023,Motor,27.31,3,1802104.32
Italy,2024,Motor,74.37,3,22229256.38
Italy,2020,Motor,44.07,4,5400187.46
Greece,2022,Catamaran,28.64,3,1490671.46
Other,2023,Motor,42.56,5,5823734.56
Other,2022,Motor,56.89,3,8706763.09
France,2023,Motor,6.4,1,28532.72
France,2023,Motor,25.32,1,892019.55
Other,2020,Motor,56.0,2,6032364.65
France,2022,Motor,38.37,4,4718307.22
UK,2023,Catamaran,25.14,2,1054437.47
Other,2021,Motor,44.75,5,6397378.28
Germany,2022,Motor,34.15,3,2335255.84
Spain,2020,Motor,28.65,5,2243248.89
France,2024,Motor,37.26,1,2535873.66
Netherlands,2020,Motor,42.6,1,2851351.2
USA,2018,Sailing,15.12,3,221346.58
UK,2021,Motor,43.89,3,5109545.84
Turkey,2019,Sailing,29.7,4,1086781.51
Turkey,2022,Sailing,16.34,5,450632.43
Turkey,2022,Sailing,11.42,1,83295.83
USA,2023,Motor,26.33,2,1256317.63
Netherlands,2024,Motor,7.23,2,53055.8
Other,2022,Motor,30.76,5,2701819.45
USA,2022,Motor,25.55,3,1241745.36
USA,2021,Motor,45.34,2,4266393.65
USA,2022,Motor,43.94,4,5354907.34
Italy,2023,Motor,33.55,3,2926173.91
Netherlands,2023,Motor,17.85,2,467935.99
UK,2024,Motor,42.43,3,5327865.66
UK,2022,Motor,9.03,2,73407.58
USA,2024,Motor,124.26,5,130018955.38
Other,2019,Motor,37.65,3,2198970.37
Other,2019,Motor,6.88,1,24903.03
Other,2020,Motor,58.29,4,8228588.55
Turkey,2023,Motor,39.04,5,5395062.5
USA,2024,Motor,10.72,4,200514.29
Italy,2021,Motor,33.83,4,3325661.67
USA,2020,Motor,25.19,1,861627.94
Germany,2023,Motor,60.94,3,12575532.93
Netherlands,2023,Motor,15.75,5,546909.46
Italy,2021,Catamaran,23.13,1,614332.76
Other,2020,Motor,28.83,2,1125917.88
USA,2023,Motor,35.3,4,3725544.45
Other,2020,Catamaran,36.98,4,2805551.44
Turkey,2021,Motor,38.3,3,2764065.91
USA,2024,Motor,39.05,3,4621221.39
Netherlands,2024,Sailing,29.13,1,1216288.36
UK,2021,Motor,35.02,4,3084724.25
France,2024,Motor,43.27,5,7952789.5
Italy,2019,Motor,22.67,2,791798.51
France,2022,Sailing,25.0,5,1586127.89
Spain,2022,Motor,35.27,4,2997845.17
Italy,2020,Motor,29.49,4,2299704.46
Other,2019,Motor,9.17,1,48248.8
Italy,2020,Motor,53.75,3,7112076.75
Other,2023,Motor,34.65,2,1897174.19
Other,2023,Motor,20.48,5,957854.82
UK,2022,Motor,35.69,3,3064981.75
Greece,2019,Motor,77.71,3,20767490.71
Italy,2024,Motor,61.3,3,13684826.16
France,2022,Catamaran,24.58,3,1090181.12
USA,2019,Motor,12.1,4,215150.71
Italy,2019,Motor,35.46,5,3775260.9
Other,2024,Sailing,40.73,2,2713465.64
Italy,2024,Motor,33.59,2,2975991.43
Netherlands,2023,Motor,53.95,4,9773889.12
USA,2020,Motor,39.83,3,3295577.85
Other,2023,Motor,27.45,4,1602045.13
Other,2022,Motor,19.78,4,668014.72
France,2022,Motor,37.1,3,2940926.86
Turkey,2020,Motor,7.19,1,25307.09
Netherlands,2020,Motor,43.74,3,4195620.06
Greece,2024,Motor,37.32,4,3658293.33
Other,2024,Sailing,6.53,1,23653.09
Other,2023,Motor,28.24,5,2500671.21
USA,2021,Sailing,23.43,4,1150860.8
USA,2023,Motor,56.8,2,8304489.41
Netherlands,2022,Sailing,26.59,2,881586.72
USA,2024,Motor,38.19,4,4818622.97
Other,2022,Motor,40.96,4,4131685.88
Other,2021,Motor,41.56,4,4713471.57
Other,2024,Motor,18.88,5,1019564.68
Italy,2019,Motor,36.64,2,2136677.6
USA,2019,Motor,113.5,4,51157736.51
UK,2024,Motor,43.65,5,9124365.97
Other,2024,Motor,25.41,1,854044.42
Turkey,2018,Motor,35.03,3,1800539.74
Other,2022,Sailing,46.85,4,5485121.91
Germany,2018,Motor,34.66,2,1445686.45
France,2024,Motor,28.02,3,1620108.27
Turkey,2019,Motor,18.02,2,302956.78
Germany,2019,Motor,37.21,2,2277595.88
Germany,2022,Motor,27.03,1,287105.95
Turkey,2018,Motor,40.76,2,1994076.41
France,2023,Motor,8.04,4,81561.4
Other,2020,Motor,39.5,3,2585614.25
Netherlands,2022,Motor,26.99,3,1463264.64
Netherlands,2021,Motor,89.49,3,24190832.85
USA,2023,Sailing,26.25,1,772915.36
Italy,2021,Sailing,29.62,3,1593932.02
Other,2020,Motor,40.97,2,2550009.11
Other,2020,Sailing,25.77,2,554901.49
Netherlands,2021,Sailing,59.58,4,8121036.56
Italy,2020,Motor,27.84,5,2289105.44
Germany,2021,Motor,79.09,4,23315096.68
Turkey,2022,Motor,9.82,3,96822.37
Other,2020,Motor,45.2,1,2868458.82
Netherlands,2024,Motor,30.66,5,3383802.74
Other,2023,Motor,17.19,2,375928.65
Italy,2019,Motor,46.78,4,6179327.06
UK,2024,Motor,41.17,3,5392129.9
USA,2024,Sailing,32.98,3,2527500.17
Other,2023,Motor,25.1,4,1296678.39
Greece,2023,Motor,31.25,1,1378248.17
Netherlands,2019,Motor,46.49,2,3831651.52
USA,2023,Motor,41.9,3,5274329.19
Turkey,2018,Sailing,18.62,4,330673.46
Other,2020,Sailing,30.09,4,1453826.35
USA,2018,Motor,17.7,2,340790.27
France,2023,Motor,18.51,2,436493.06
USA,2024,Motor,136.34,3,113162328.34
France,2023,Sailing,43.72,1,2825026.45
Italy,2024,Motor,14.28,1,211800.86
Other,2023,Motor,36.34,2,2576687.49
Other,2020,Motor,69.67,5,18542176.98
Turkey,2018,Motor,57.15,3,6298353.68
Other,2024,Motor,45.66,3,4891873.42
Italy,2023,Motor,33.67,2,2739519.41
USA,2019,Motor,15.22,5,400875.21
Netherlands,2020,Catamaran,27.52,2,987171.84
Netherlands,2024,Motor,48.5,4,8703313.26
USA,2023,Motor,32.43,3,2853804.19
Spain,2023,Motor,49.87,4,7475962.9
Other,2022,Motor,26.43,2,965894.85
USA,2020,Motor,33.32,5,4026823.22
Other,2024,Motor,49.17,4,7297285.11
Italy,2023,Sailing,29.35,4,1982536.56
Turkey,2024,Motor,30.82,2,1516707.65
France,2021,Motor,15.43,3,359606.29
UK,2020,Motor,75.55,4,18740020.99
USA,2024,Motor,9.06,4,131231.25
Germany,2021,Motor,33.18,2,1856806.24
Other,2023,Motor,9.84,2,83243.53
Other,2019,Motor,48.84,3,4702657.22
Other,2024,Motor,7.56,3,53237.01
France,2020,Sailing,30.21,2,1224906.13
Other,2023,Motor,29.38,4,1864535.01
USA,2022,Motor,72.81,2,14835077.51
France,2019,Catamaran,34.53,2,1795605.59
Other,2020,Motor,39.13,3,2675327.52
Other,2024,Motor,37.05,1,2231893.72
Netherlands,2024,Motor,31.28,5,4122837.91
USA,2024,Motor,30.32,1,1726401.9
Turkey,2024,Motor,26.85,5,2013180.35
France,2024,Motor,42.18,5,7389897.75
Other,2023,Motor,9.97,3,102684.98
Germany,2023,Motor,32.78,5,3761189.76
Other,2024,Motor,19.06,1,433580.43
USA,2024,Motor,19.68,4,917422.79
Other,2024,Motor,9.13,4,113437.08
Spain,2018,Motor,43.49,4,4021468.28
Other,2019,Motor,27.5,3,1116669.7
UK,2018,Motor,7.8,3,47372.18
Other,2020,Motor,80.6,4,21010661.38
Other,2020,Motor,35.75,2,1931990.18
Spain,2022,Sailing,38.75,1,1922258.64
Spain,2023,Motor,35.63,4,2931563.94
UK,2021,Motor,78.04,5,29052795.79
Spain,2019,Motor,31.3,4,1995856.59
Italy,2023,Motor,33.38,2,2678364.59
Germany,2024,Sailing,8.34,4,89013.78
Italy,2022,Motor,18.75,4,826720.28
USA,2023,Motor,10.06,3,138041.94
USA,2020,Sailing,22.09,1,484889.38
USA,2022,Motor,22.84,1,645918.05
USA,2019,Motor,13.06,4,223940.95
Other,2018,Motor,29.18,1,868741.4
Italy,2022,Motor,10.94,2,130895.79
Italy,2019,Motor,17.67,1,232627.01
UK,2024,Motor,34.6,3,2917382.34
Italy,2022,Sailing,15.54,2,282274.56
Italy,2021,Sailing,41.37,4,3727660.1
Netherlands,2019,Motor,8.95,4,94680.81
France,2022,Motor,18.83,4,742057.37
Italy,2021,Motor,36.69,3,3235412.51
Spain,2024,Sailing,32.44,1,1368500.49
USA,2020,Motor,37.65,2,2098879.28
Italy,2018,Motor,42.99,2,3425021.22
UK,2024,Motor,8.56,2,83742.89
USA,2019,Motor,9.08,3,75275.6
France,2019,Motor,8.66,4,80388.5
Other,2019,Motor,19.09,3,384229.56
UK,2021,Motor,42.02,2,3062278.08
Italy,2018,Catamaran,39.59,5,4906242.28
Other,2024,Sailing,35.31,3,2383699.92
Other,2024,Sailing,30.05,3,1683958.67
USA,2021,Motor,27.76,4,1583550.26
Other,2023,Motor,45.57,3,4570291.08
Other,2024,Motor,29.68,1,1081148.53
Greece,2018,Sailing,35.51,1,1173917.96
USA,2022,Motor,49.35,3,7028915.1
Other,2018,Motor,28.49,4,1082343.62
Italy,2024,Motor,44.44,3,6708799.06
USA,2020,Motor,33.94,2,1931615.62
France,2018,Motor,82.73,2,16211822.25
USA,2024,Motor,73.54,3,22864143.22
Turkey,2023,Catamaran,38.81,2,2473385.53
France,2021,Motor,8.89,4,104269.72
Italy,2024,Motor,46.34,4,7940178.87
Italy,2019,Motor,26.57,3,1235757.2
Germany,2024,Catamaran,34.07,4,3355285.51
Netherlands,2022,Motor,11.17,4,170259.69
Other,2024,Motor,41.37,3,3585921.77
Spain,2023,Motor,25.76,1,806879.24
Netherlands,2023,Motor,16.88,4,504894.13
Greece,2023,Motor,36.75,2,2326571.9
Italy,2024,Sailing,30.8,3,2024929.97
France,2023,Motor,29.98,3,1951361.05
Turkey,2023,Motor,42.19,4,4093853.95
UK,2024,Motor,36.86,3,4443909.84
Spain,2022,Sailing,26.42,4,1154639.7
USA,2022,Sailing,6.99,5,66405.16
Other,2023,Motor,40.21,5,6144297.37
Spain,2023,Motor,26.02,1,874233.36
Spain,2023,Motor,39.76,4,3943233.65
Other,2024,Motor,55.26,5,13189261.08
France,2021,Motor,33.14,4,2562939.12
UK,2022,Motor,29.06,3,1455793.12
USA,2024,Sailing,44.23,3,4938212.43
Turkey,2019,Motor,43.69,5,4340373.97
Other,2020,Motor,42.94,4,4174027.77
Other,2019,Motor,31.03,3,1415140.36
Turkey,2022,Motor,35.23,5,4031162.45
Italy,2023,Motor,25.0,4,1514040.56
USA,2023,Motor,30.0,3,2139827.03
UK,2024,Motor,26.51,1,1135669.77
Other,2021,Motor,14.7,2,211341.02
Turkey,2020,Motor,19.34,2,374172.33
Italy,2020,Motor,9.71,4,140665.43
Netherlands,2021,Motor,39.81,3,3691842.8
Turkey,2022,Motor,27.52,3,1242780.51
Italy,2021,Motor,32.09,3,1791251.86
Other,2024,Motor,20.39,1,459621.52
Italy,2018,Sailing,14.3,3,224445.91
France,2021,Sailing,58.64,4,8390737.01
France,2022,Catamaran,26.36,4,1566828.01
Other,2018,Sailing,34.79,1,954734.93
Netherlands,2024,Motor,33.94,4,3340272.33
Spain,2022,Motor,43.46,5,7668148.93
France,2022,Motor,15.28,5,487263.38
Italy,2023,Motor,32.84,2,2290271.86
Turkey,2022,Motor,37.4,3,2490535.39
USA,2022,Motor,89.04,2,24967721.3
France,2023,Motor,36.8,3,3498249.54
USA,2018,Motor,38.56,4,3801129.06
USA,2023,Motor,19.55,4,788407.81
USA,2019,Sailing,36.09,4,2362916.12
Other,2020,Motor,47.33,1,3150826.14
Spain,2024,Catamaran,32.25,4,2606894.96
Netherlands,2022,Motor,17.33,4,563642.44
Other,2023,Motor,37.08,2,2639815.09
USA,2022,Motor,6.98,2,48079.62
Other,2019,Motor,44.22,5,5414134.13
USA,2019,Sailing,32.91,2,1516692.55
USA,2021,Motor,37.88,3,3659475.55
Spain,2022,Motor,57.98,2,8238936.31
Other,2021,Motor,17.56,2,345922.76
Turkey,2024,Motor,35.98,2,2051087.4
UK,2020,Motor,30.0,3,1762037.94
Germany,2024,Sailing,28.72,4,1594315.32
Other,2019,Catamaran,38.0,3,2570752.68
UK,2023,Motor,93.47,5,52963979.33
Other,2022,Motor,28.38,3,1442051.78
Other,2022,Motor,25.87,2,875844.66
Greece,2022,Motor,78.49,3,16768104.79
Greece,2024,Motor,30.0,3,1719684.1
Greece,2023,Motor,38.79,2,2781413.69
Netherlands,2022,Sailing,11.78,3,168591.23
Other,2024,Motor,19.83,2,529126.11
USA,2018,Motor,19.83,4,549050.64
France,2024,Catamaran,15.96,1,267198.08
Italy,2021,Motor,13.34,2,231657.18
Other,2019,Motor,12.48,2,115353.86
Other,2024,Motor,8.74,3,82661.3
Other,2021,Motor,15.88,4,324386.47
Greece,2020,Motor,39.4,4,2908600.26
Turkey,2021,Motor,66.2,5,16360901.55
Italy,2020,Motor,8.18,2,49789.34
USA,2023,Motor,42.55,2,3428463.09
UK,2024,Motor,37.07,3,3374409.7
Other,2020,Motor,32.61,1,1154689.92
USA,2021,Sailing,10.74,5,177068.08
Other,2019,Motor,27.02,2,916075.61
Other,2022,Sailing,9.34,1,53451.95
UK,2024,Motor,30.61,3,2206534.88
Turkey,2021,Motor,30.34,5,2339555.6
USA,2019,Motor,123.3,5,92915698.32
Greece,2020,Catamaran,34.53,2,1564294.52
Other,2021,Motor,18.18,4,435269.69
Greece,2024,Motor,31.01,3,1982123.61
Other,2018,Motor,44.91,4,4274483.19
Greece,2024,Motor,33.92,3,2402559.64
UK,2022,Motor,28.27,2,1445382.55
Other,2021,Sailing,9.03,3,56722.66
UK,2024,Motor,42.33,1,3764858.52
USA,2024,Motor,17.45,3,599433.69
Spain,2019,Motor,36.64,4,2510472.71
Italy,2019,Sailing,51.61,4,6480719.2
France,2022,Motor,17.4,1,365094.69
Italy,2024,Catamaran,25.38,5,2252211.46
Other,2024,Sailing,37.04,2,1787245.47
Other,2024,Motor,40.26,2,3402469.75
Spain,2024,Motor,68.68,3,17475534.74
Italy,2018,Sailing,43.84,5,5852349.44
Spain,2023,Motor,14.49,1,182690.36
Turkey,2018,Motor,44.47,5,5106427.53
USA,2021,Motor,29.1,3,1630596.87
UK,2024,Motor,34.74,3,3531172.08
Other,2022,Motor,13.98,4,325531.83
France,2024,Motor,65.82,3,14821894.11
UK,2022,Motor,12.2,5,306092.63
Turkey,2024,Motor,13.55,4,300139.44
USA,2022,Motor,31.36,1,1597872.82
USA,2018,Motor,42.22,2,2581234.1
Other,2023,Sailing,17.75,4,400361.55
Other,2023,Motor,31.47,4,2321073.76
France,2019,Motor,58.58,4,10045294.54
Turkey,2018,Motor,39.51,4,2813629.88
Other,2023,Motor,61.9,4,13897670.97
Turkey,2023,Motor,13.84,4,289222.75
USA,2023,Motor,40.43,5,7665792.48
Netherlands,2024,Motor,31.1,2,1877999.28
Other,2021,Motor,42.09,3,3349935.66
France,2023,Sailing,36.35,5,4591616.88
Greece,2022,Motor,35.51,3,2319839.09
Other,2023,Motor,36.87,3,3354793.59
Italy,2019,Motor,19.69,2,508574.1
Other,2023,Motor,44.91,4,5752778.93
Italy,2022,Motor,41.18,4,5008917.01
USA,2023,Sailing,16.97,2,357229.75
Turkey,2024,Motor,7.26,5,85824.68
France,2020,Motor,19.32,2,457547.38
Other,2022,Motor,30.9,3,1800904.12
Other,2023,Motor,36.93,5,4331827.42
Germany,2020,Motor,19.49,4,659194.62
USA,2022,Motor,35.76,3,2895804.94
France,2018,Motor,27.88,5,1892274.64
Netherlands,2020,Motor,32.08,4,2051452.07
France,2021,Sailing,50.69,1,3612770.04
Other,2024,Sailing,45.25,5,6220226.75
USA,2021,Sailing,39.07,2,2198319.23
Netherlands,2021,Sailing,12.28,3,159114.46
Netherlands,2022,Motor,82.51,3,24638649.11
Turkey,2021,Catamaran,35.8,4,2632245.23
Italy,2022,Motor,28.8,4,2202576.95
UK,2019,Sailing,18.7,1,300877.5
France,2022,Motor,43.36,3,4101931.88
Other,2019,Motor,82.4,2,13228317.43
Italy,2020,Motor,25.26,1,800340.78
Italy,2020,Motor,18.13,1,344493.46
France,2021,Motor,12.81,4,275811.67
Italy,2022,Catamaran,34.11,2,1731075.09
Netherlands,2021,Sailing,20.4,1,368383.68
Greece,2019,Motor,26.96,4,1078821.39
Other,2018,Motor,37.31,2,2066603.13
France,2023,Motor,16.79,2,431979.32
Other,2020,Catamaran,16.52,1,196630.24
Italy,2022,Motor,42.63,4,5613681.01
UK,2023,Motor,41.0,5,5824511.68
Netherlands,2022,Motor,38.63,3,2971176.13
Netherlands,2018,Motor,43.29,2,2797259.32
USA,2022,Motor,20.55,2,599070.27
Germany,2024,Motor,24.93,2,1055202.74
Italy,2022,Motor,35.32,4,3711785.82
Other,2021,Catamaran,22.56,2,586496.61
Other,2021,Sailing,8.42,2,44141.75
USA,2024,Sailing,17.26,3,400006.48
Netherlands,2022,Catamaran,16.31,2,312634.44
Other,2021,Catamaran,28.84,3,1202164.64
Spain,2019,Motor,20.18,4,659302.94
Other,2024,Sailing,41.06,3,3050530.21
France,2024,Motor,37.82,2,3378165.94
Germany,2018,Motor,121.97,4,56194349.82
UK,2024,Motor,22.13,2,1009940.69
USA,2022,Motor,27.48,4,1889881.08
Greece,2024,Motor,52.55,3,5906590.42
Turkey,2024,Motor,40.3,3,3824722.71
Other,2023,Motor,38.72,4,4166217.26
Other,2022,Motor,12.13,1,115463.87
Spain,2022,Motor,30.05,3,1757705.34
France,2018,Motor,7.33,1,32375.4
Germany,2023,Sailing,42.36,4,4253707.01
USA,2022,Motor,41.46,4,5270394.74
USA,2022,Motor,6.13,5,56046.74
USA,2024,Motor,39.45,1,2664129.82
Turkey,2019,Motor,30.71,3,1289844.84
UK,2023,Motor,30.29,5,2885611.71
Other,2019,Motor,143.83,4,82109574.45
Other,2019,Motor,36.76,3,1907249.92
France,2024,Sailing,44.85,2,3935855.69
Italy,2020,Motor,11.48,2,145580.22
Italy,2023,Motor,8.89,4,78118.15
Italy,2021,Motor,49.09,4,7026524.08
Italy,2021,Motor,40.71,3,4066822.01
France,2020,Motor,7.96,3,54077.37
Italy,2023,Motor,6.28,3,44740.02
Spain,2018,Sailing,39.74,5,3975925.21
Spain,2020,Motor,31.49,3,1862560.45
Greece,2023,Motor,34.67,2,1953698.97
USA,2022,Motor,9.79,2,88570.74
USA,2020,Motor,19.33,5,986708.18
Other,2021,Motor,28.19,3,1251500.82
Turkey,2024,Sailing,42.43,3,3895200.78
France,2018,Motor,18.39,3,392307.39
USA,2021,Motor,38.6,1,2334651.97
Netherlands,2023,Motor,17.05,4,509013.57
France,2019,Motor,27.59,5,1952370.43
Spain,2020,Motor,44.59,4,4675867.07
Other,2020,Motor,39.06,4,2916891.23
France,2018,Motor,24.42,3,791631.2
Italy,2020,Motor,72.18,2,11720132.67
Other,2022,Motor,23.18,4,877005.96
Greece,2023,Motor,38.08,4,3773017.59
Turkey,2022,Motor,44.82,1,2986595.27
Turkey,2019,Motor,29.48,3,1114717.49
Other,2019,Motor,38.21,4,2535711.42
Italy,2023,Motor,93.28,4,41826603.88
Other,2020,Catamaran,33.44,2,1349114.36
Italy,2024,Sailing,42.69,4,5671890.21
Italy,2022,Sailing,13.14,4,237823.88
Spain,2024,Motor,46.39,2,5365814.47
Other,2022,Catamaran,25.15,2,718098.36
Italy,2024,Motor,66.32,2,14610207.52
France,2020,Motor,13.82,2,235823.82
Other,2023,Motor,36.15,1,1850754.63
Spain,2023,Motor,39.17,4,4010996.03
France,2023,Motor,26.07,2,1205322.41
Greece,2021,Motor,44.16,2,3359382.04
France,2018,Motor,6.64,3,34742.86
Other,2021,Motor,51.35,2,4751301.37
UK,2023,Sailing,32.22,4,2028441.29
Spain,2020,Motor,33.65,3,1749820.05
Spain,2022,Motor,13.07,4,249280.15
Spain,2022,Motor,49.27,4,7452532.9
UK,2023,Motor,40.97,5,6795797.67
USA,2024,Motor,7.06,5,98384.01
Greece,2020,Motor,39.33,1,1897578.74
Greece,2018,Motor,27.74,4,1081936.16
Germany,2023,Motor,36.48,4,4088473.87
USA,2024,Motor,14.72,2,343935.66
USA,2018,Motor,16.56,5,433176.03
Netherlands,2024,Sailing,18.87,3,501323.85
Turkey,2022,Motor,22.97,3,684296.26
Spain,2022,Motor,29.7,4,2139068.75
France,2021,Motor,40.9,2,2285422.46
Netherlands,2023,Motor,43.42,3,5307150.56
Other,2024,Motor,32.58,2,1815491.69
Germany,2020,Motor,10.4,3,101624.04
France,2021,Motor,16.12,4,371492.77
Netherlands,2018,Motor,97.82,3,28188611.59
Other,2020,Motor,27.81,5,2037093.04
Italy,2022,Motor,31.81,2,2063530.96
USA,2024,Motor,38.04,2,3539553.62
Other,2023,Motor,17.77,5,715631.06
Other,2022,Motor,13.72,2,174355.17
UK,2020,Catamaran,33.01,5,3093074.72
Spain,2023,Motor,26.34,5,2015600.96
Netherlands,2024,Catamaran,16.99,3,499374.36
Other,2020,Motor,7.27,4,51223.85
USA,2022,Motor,32.45,3,2348995.27
Italy,2022,Sailing,16.79,2,378228.73
Greece,2023,Sailing,31.36,3,1701458.74
France,2021,Motor,15.35,3,324379.24
Other,2023,Motor,24.9,5,1854562.58
Germany,2024,Motor,15.36,2,300657.12
Netherlands,2020,Motor,89.4,3,27480253.86
Netherlands,2021,Motor,35.85,3,2613150.72
USA,2024,Motor,8.41,3,100814.02
Italy,2019,Motor,15.29,4,318027.56
Netherlands,2024,Motor,33.96,3,2710700.2
Greece,2022,Motor,6.05,1,19533.32
Italy,2024,Motor,52.17,3,9814289.79
Greece,2020,Motor,55.08,5,8655219.96
Other,2023,Motor,26.09,5,1592011.14
USA,2021,Motor,29.42,1,1328479.91
Spain,2023,Sailing,13.42,3,201875.69
Other,2024,Motor,123.31,3,65610900.54
USA,2020,Motor,26.92,2,1038178.98
Other,2020,Motor,66.33,4,12451455.18
Other,2018,Motor,42.8,5,4404527.57
Other,2023,Motor,66.43,4,15157859.59
Italy,2022,Motor,62.0,4,14963681.89
USA,2023,Motor,20.22,3,865452.42
Italy,2019,Motor,17.95,4,619017.05
France,2022,Motor,48.35,3,5983353.12
UK,2022,Motor,33.53,2,2218354.48
France,2023,Sailing,8.88,2,60086.74
Germany,2022,Motor,22.17,3,845566.47
Italy,2023,Motor,43.64,4,6204981.66
Other,2021,Motor,75.14,3,14864832.65
Spain,2021,Catamaran,27.75,3,1337054.55
Spain,2022,Motor,40.08,5,5617877.45
USA,2019,Motor,43.97,2,3633413.1
Other,2022,Motor,13.91,2,218351.36
France,2019,Motor,33.01,3,1926153.16
USA,2024,Motor,38.78,3,4071402.08
USA,2023,Motor,16.16,2,338732.44
Germany,2020,Motor,51.3,2,5078027.14
Netherlands,2023,Motor,32.73,3,2682967.4
Netherlands,2023,Motor,72.47,3,17295231.38
Other,2021,Motor,18.75,3,479877.03
UK,2019,Motor,26.05,4,1304718.71
Germany,2022,Sailing,19.41,5,701218.11
Other,2020,Motor,113.68,2,36178723.05
Italy,2021,Motor,139.39,5,139111375.54
Other,2024,Motor,38.51,4,3571754.71
Other,2024,Catamaran,12.65,1,134434.7
USA,2021,Motor,27.75,4,1783862.36
Italy,2024,Motor,41.17,4,6024542.95
UK,2023,Motor,9.09,1,73204.67
Germany,2022,Sailing,28.24,1,1003467.97
Other,2022,Motor,44.19,2,3456673.3
Germany,2023,Catamaran,34.9,2,1969555.95
Italy,2018,Motor,64.81,3,11738821.84
Germany,2021,Motor,30.27,2,1335570.02
Spain,2023,Motor,11.13,2,137654.22
UK,2019,Motor,34.24,3,1943874.3
USA,2022,Motor,14.43,4,377587.66
Spain,2018,Motor,17.12,3,319538.63
